gene,condition,cluster,manual_annotation,best_described_by,condition_specificity
HMGN5,Stim8hr,35,unknown,"mostly uncharacterized, incl. CTLH, C-terminal LisH motif, and Fez1",across_condition
NDRG1,Stim8hr,35,unknown,"mostly uncharacterized, incl. CTLH, C-terminal LisH motif, and Fez1",across_condition
ZSCAN2,Rest,35,unknown,"mostly uncharacterized, incl. CTLH, C-terminal LisH motif, and Fez1",across_condition
HDHD3,Stim8hr,35,unknown,"mostly uncharacterized, incl. CTLH, C-terminal LisH motif, and Fez1",across_condition
LMTK2,Rest,35,unknown,"mostly uncharacterized, incl. CTLH, C-terminal LisH motif, and Fez1",across_condition
CACHD1,Stim8hr,35,unknown,"mostly uncharacterized, incl. CTLH, C-terminal LisH motif, and Fez1",across_condition
MFHAS1,Stim8hr,35,unknown,"mostly uncharacterized, incl. CTLH, C-terminal LisH motif, and Fez1",across_condition
TM2D1,Stim8hr,35,unknown,"mostly uncharacterized, incl. CTLH, C-terminal LisH motif, and Fez1",across_condition
CIP2A,Stim8hr,35,unknown,"mostly uncharacterized, incl. CTLH, C-terminal LisH motif, and Fez1",across_condition
LTB4R,Stim8hr,35,unknown,"mostly uncharacterized, incl. CTLH, C-terminal LisH motif, and Fez1",across_condition
PIGB,Rest,35,unknown,"mostly uncharacterized, incl. CTLH, C-terminal LisH motif, and Fez1",across_condition
SMAD3,Rest,35,unknown,"mostly uncharacterized, incl. CTLH, C-terminal LisH motif, and Fez1",across_condition
PXMP4,Stim48hr,35,unknown,"mostly uncharacterized, incl. CTLH, C-terminal LisH motif, and Fez1",across_condition
IL12RB2,Rest,35,unknown,"mostly uncharacterized, incl. CTLH, C-terminal LisH motif, and Fez1",across_condition
NIPBL,Stim8hr,35,unknown,"mostly uncharacterized, incl. CTLH, C-terminal LisH motif, and Fez1",across_condition
HSD17B13,Stim8hr,35,unknown,"mostly uncharacterized, incl. CTLH, C-terminal LisH motif, and Fez1",across_condition
ADAM19,Rest,35,unknown,"mostly uncharacterized, incl. CTLH, C-terminal LisH motif, and Fez1",across_condition
SLC25A1,Stim48hr,36,citrate metabolism,"Citrate cycle (TCA cycle), and Pyruvate metabolism",Stim48hr
PDHB,Stim48hr,36,citrate metabolism,"Citrate cycle (TCA cycle), and Pyruvate metabolism",Stim48hr
MDH2,Stim48hr,36,citrate metabolism,"Citrate cycle (TCA cycle), and Pyruvate metabolism",Stim48hr
DLAT,Stim48hr,36,citrate metabolism,"Citrate cycle (TCA cycle), and Pyruvate metabolism",Stim48hr
PDHA1,Stim48hr,36,citrate metabolism,"Citrate cycle (TCA cycle), and Pyruvate metabolism",Stim48hr
CS,Stim48hr,36,citrate metabolism,"Citrate cycle (TCA cycle), and Pyruvate metabolism",Stim48hr
ACLY,Stim48hr,36,citrate metabolism,"Citrate cycle (TCA cycle), and Pyruvate metabolism",Stim48hr
STYXL1,Stim48hr,36,citrate metabolism,"Citrate cycle (TCA cycle), and Pyruvate metabolism",Stim48hr
EPC1,Stim48hr,37,CoA metabolism,Coenzyme A biosynthesis,Rest_Stim8hr
PPCS,Rest,37,CoA metabolism,Coenzyme A biosynthesis,Rest_Stim8hr
PPCS,Stim8hr,37,CoA metabolism,Coenzyme A biosynthesis,Rest_Stim8hr
ZCRB1,Stim8hr,37,CoA metabolism,Coenzyme A biosynthesis,Rest_Stim8hr
KIF20A,Stim48hr,37,CoA metabolism,Coenzyme A biosynthesis,Rest_Stim8hr
PPCDC,Rest,37,CoA metabolism,Coenzyme A biosynthesis,Rest_Stim8hr
KIF20A,Rest,37,CoA metabolism,Coenzyme A biosynthesis,Rest_Stim8hr
BRD8,Rest,37,CoA metabolism,Coenzyme A biosynthesis,Rest_Stim8hr
ZRSR2,Stim8hr,37,CoA metabolism,Coenzyme A biosynthesis,Rest_Stim8hr
EPC1,Stim8hr,37,CoA metabolism,Coenzyme A biosynthesis,Rest_Stim8hr
EPC1,Rest,37,CoA metabolism,Coenzyme A biosynthesis,Rest_Stim8hr
KIF20A,Stim8hr,37,CoA metabolism,Coenzyme A biosynthesis,Rest_Stim8hr
COASY,Stim8hr,37,CoA metabolism,Coenzyme A biosynthesis,Rest_Stim8hr
BRD8,Stim8hr,37,CoA metabolism,Coenzyme A biosynthesis,Rest_Stim8hr
BRD8,Stim48hr,37,CoA metabolism,Coenzyme A biosynthesis,Rest_Stim8hr
ACLY,Stim8hr,37,CoA metabolism,Coenzyme A biosynthesis,Rest_Stim8hr
PPCDC,Stim8hr,37,CoA metabolism,Coenzyme A biosynthesis,Rest_Stim8hr
BAHD1,Stim48hr,38,MLL2 complex related,"Nucleosome, and Histone methyltransferase complex",across_condition
ARRDC4,Rest,38,MLL2 complex related,"Nucleosome, and Histone methyltransferase complex",across_condition
MEN1,Stim8hr,38,MLL2 complex related,"Nucleosome, and Histone methyltransferase complex",across_condition
MEAF6,Rest,38,MLL2 complex related,"Nucleosome, and Histone methyltransferase complex",across_condition
DOT1L,Stim8hr,38,MLL2 complex related,"Nucleosome, and Histone methyltransferase complex",across_condition
DOT1L,Rest,38,MLL2 complex related,"Nucleosome, and Histone methyltransferase complex",across_condition
MEAF6,Stim8hr,38,MLL2 complex related,"Nucleosome, and Histone methyltransferase complex",across_condition
ARRDC4,Stim8hr,38,MLL2 complex related,"Nucleosome, and Histone methyltransferase complex",across_condition
PSIP1,Rest,38,MLL2 complex related,"Nucleosome, and Histone methyltransferase complex",across_condition
PSIP1,Stim48hr,38,MLL2 complex related,"Nucleosome, and Histone methyltransferase complex",across_condition
MEAF6,Stim48hr,38,MLL2 complex related,"Nucleosome, and Histone methyltransferase complex",across_condition
BAHD1,Stim8hr,38,MLL2 complex related,"Nucleosome, and Histone methyltransferase complex",across_condition
PSIP1,Stim8hr,38,MLL2 complex related,"Nucleosome, and Histone methyltransferase complex",across_condition
MEN1,Rest,38,MLL2 complex related,"Nucleosome, and Histone methyltransferase complex",across_condition
TSTD2,Rest,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
DCPS,Rest,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
CDKN2AIP,Rest,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
RBM12,Rest,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
CDKN2AIP,Stim8hr,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
RPRD1B,Stim48hr,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
WDR82,Stim8hr,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
UBE3D,Stim48hr,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
DNAAF2,Stim8hr,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
UBE3D,Stim8hr,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
TSTD2,Stim8hr,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
MRPS18B,Rest,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
DOP1A,Stim8hr,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
RBM12,Stim48hr,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
RBM12,Stim8hr,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
DOP1A,Stim48hr,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
CTDSPL2,Rest,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
CTDSPL2,Stim8hr,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
MRPS18B,Stim8hr,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
DOP1A,Rest,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
RPRD1B,Rest,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
DNAAF2,Stim48hr,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
CTDSPL2,Stim48hr,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
SEC14L1,Stim48hr,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
RPRD1B,Stim8hr,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
TSTD2,Stim48hr,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
WDR82,Rest,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
CDKN2AIP,Stim48hr,39,unknown,"mRNA cleavage factor complex, and CID domain",across_condition
PPP1R11,Stim48hr,40,Protein phosphatase inhibitor 2,"Protein phosphatase inhibitor 2 (IPP-2), and Myosin VI binding",across_condition
CCNQ,Stim8hr,40,Protein phosphatase inhibitor 2,"Protein phosphatase inhibitor 2 (IPP-2), and Myosin VI binding",across_condition
CCNQ,Rest,40,Protein phosphatase inhibitor 2,"Protein phosphatase inhibitor 2 (IPP-2), and Myosin VI binding",across_condition
PPP1R7,Stim48hr,40,Protein phosphatase inhibitor 2,"Protein phosphatase inhibitor 2 (IPP-2), and Myosin VI binding",across_condition
CCNK,Stim48hr,40,Protein phosphatase inhibitor 2,"Protein phosphatase inhibitor 2 (IPP-2), and Myosin VI binding",across_condition
CCNQ,Stim48hr,40,Protein phosphatase inhibitor 2,"Protein phosphatase inhibitor 2 (IPP-2), and Myosin VI binding",across_condition
TMEM131L,Stim48hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
ACAD11,Rest,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
OST4,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
TGDS,Rest,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
DNAJB11,Rest,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
FAM220A,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
UFL1,Rest,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
ALG1,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
SEC61B,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
ZNF554,Rest,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
GPI,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
ACAD11,Stim48hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
AUP1,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
FAF2,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
PDIA6,Rest,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
DOLPP1,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
DNAJB9,Rest,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
ACAD11,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
PTRH2,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
UFL1,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
ZNF554,Stim48hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
TMED10,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
MPI,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
RWDD2A,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
USO1,Rest,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
SEC63,Stim48hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
ALG13,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
TRAPPC13,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
TMEM186,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
ALG3,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
TMED10,Stim48hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
SEL1L,Stim48hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
TMED2,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
MYO9A,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
ALG2,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
SYVN1,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
P4HB,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
RAD23A,Rest,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
UFL1,Stim48hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
UBA5,Rest,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
SSR2,Rest,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
UFM1,Rest,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
THAP5,Rest,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
MYO9A,Rest,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
SYVN1,Rest,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
DDRGK1,Rest,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
DNAJB9,Stim48hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
SYVN1,Stim48hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
UBE2G2,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
DNAJB11,Stim48hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
TMEM131L,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
P4HB,Stim48hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
GINM1,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
PDIA6,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
XRRA1,Rest,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
DNAJB9,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
TMED10,Rest,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
DDRGK1,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
ALG6,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
GANAB,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
TGDS,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
SEC63,Rest,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
MANF,Rest,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
ZNF554,Stim8hr,41,protein glycosylation,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",across_condition
